model,test,trial,axis1_name,axis1_value,axis2_name,axis2_value,axis3_name,axis3_value,axis4_name,axis4_value
google/gemini-2.5-flash,8values,10,equality,71.2,peace,70.0,liberty,69.5,progress,77.1
google/gemini-2.5-flash,8values,11,equality,73.7,peace,75.0,liberty,73.0,progress,80.6
google/gemini-2.5-flash,8values,12,equality,72.4,peace,71.7,liberty,69.9,progress,77.8
google/gemini-2.5-flash,8values,13,equality,69.9,peace,71.1,liberty,67.6,progress,77.6
google/gemini-2.5-flash,8values,14,equality,72.4,peace,72.2,liberty,70.7,progress,79.7
google/gemini-2.5-flash,8values,15,equality,73.1,peace,70.6,liberty,68.8,progress,78.9
google/gemini-2.5-flash,8values,16,equality,72.4,peace,75.0,liberty,70.3,progress,80.1
google/gemini-2.5-flash,8values,17,equality,72.4,peace,72.8,liberty,68.4,progress,77.6
google/gemini-2.5-flash,8values,18,equality,73.1,peace,73.9,liberty,69.1,progress,77.6
google/gemini-2.5-flash,8values,19,equality,73.7,peace,74.4,liberty,69.5,progress,78.4
google/gemini-2.5-flash,8values,20,equality,69.9,peace,69.4,liberty,66.0,progress,76.7
google/gemini-2.5-flash,8values,21,equality,73.1,peace,74.4,liberty,70.3,progress,79.3
google/gemini-2.5-flash,8values,22,equality,70.5,peace,70.0,liberty,69.9,progress,79.3
google/gemini-2.5-flash,8values,23,equality,73.1,peace,72.2,liberty,69.1,progress,80.1
google/gemini-2.5-flash,8values,24,equality,69.9,peace,70.6,liberty,67.6,progress,76.7
google/gemini-2.5-flash,8values,25,equality,72.4,peace,74.4,liberty,71.1,progress,79.7
google/gemini-2.5-flash,8values,26,equality,69.9,peace,69.4,liberty,66.4,progress,74.8
google/gemini-2.5-flash,8values,27,equality,72.4,peace,71.1,liberty,69.5,progress,76.7
google/gemini-2.5-flash,8values,28,equality,69.9,peace,69.4,liberty,67.2,progress,76.3
google/gemini-2.5-flash,8values,29,equality,71.8,peace,72.8,liberty,71.1,progress,78.9
google/gemini-2.5-flash,8values,30,equality,70.5,peace,69.4,liberty,69.5,progress,78.0
google/gemini-2.5-flash,8values,31,equality,72.4,peace,68.3,liberty,68.4,progress,74.6
google/gemini-2.5-flash,8values,32,equality,71.2,peace,71.1,liberty,69.1,progress,75.4
google/gemini-2.5-flash,8values,33,equality,72.4,peace,71.7,liberty,71.1,progress,79.7
google/gemini-2.5-flash,8values,34,equality,73.1,peace,73.9,liberty,68.8,progress,77.6
google/gemini-2.5-flash,8values,35,equality,73.7,peace,72.8,liberty,70.3,progress,80.6
google/gemini-2.5-flash,8values,36,equality,73.1,peace,75.6,liberty,69.9,progress,78.4
google/gemini-2.5-flash,8values,37,equality,73.1,peace,73.3,liberty,69.5,progress,78.4
google/gemini-2.5-flash,8values,38,equality,73.1,peace,70.0,liberty,70.3,progress,80.6
google/gemini-2.5-flash,8values,39,equality,69.9,peace,71.7,liberty,69.5,progress,76.3
google/gemini-2.5-flash,8values,40,equality,71.8,peace,68.9,liberty,68.8,progress,78.4
google/gemini-2.5-flash,8values,41,equality,73.1,peace,75.0,liberty,70.7,progress,77.6
google/gemini-2.5-flash,8values,42,equality,73.1,peace,75.6,liberty,70.7,progress,77.1
google/gemini-2.5-flash,8values,43,equality,73.1,peace,70.0,liberty,69.1,progress,78.0
google/gemini-2.5-flash,8values,44,equality,72.4,peace,69.4,liberty,69.5,progress,78.0
google/gemini-2.5-flash,8values,45,equality,73.7,peace,72.8,liberty,71.9,progress,80.1
google/gemini-2.5-flash,8values,46,equality,73.7,peace,73.3,liberty,70.3,progress,77.1
google/gemini-2.5-flash,8values,47,equality,68.6,peace,72.8,liberty,66.4,progress,74.1
google/gemini-2.5-flash,8values,48,equality,75.0,peace,73.9,liberty,70.7,progress,79.3
google/gemini-2.5-flash,8values,49,equality,72.4,peace,68.3,liberty,68.8,progress,77.8
google/gemini-2.5-flash,8values,50,equality,72.4,peace,75.6,liberty,70.3,progress,78.0
google/gemini-2.5-flash,8values,51,equality,72.4,peace,75.6,liberty,70.3,progress,78.0
google/gemini-2.5-flash,8values,52,equality,70.5,peace,72.2,liberty,67.6,progress,77.6
google/gemini-2.5-flash,8values,53,equality,72.4,peace,72.8,liberty,71.1,progress,80.0
google/gemini-2.5-flash,8values,54,equality,72.4,peace,73.9,liberty,71.5,progress,79.3
google/gemini-2.5-flash,8values,55,equality,73.1,peace,72.8,liberty,70.7,progress,79.3
google/gemini-2.5-flash,8values,56,equality,72.4,peace,75.6,liberty,71.1,progress,78.9
google/gemini-2.5-flash,8values,57,equality,73.1,peace,75.0,liberty,70.7,progress,77.1
google/gemini-2.5-flash,8values,58,equality,71.8,peace,69.4,liberty,70.7,progress,78.9
google/gemini-2.5-flash,8values,59,equality,73.1,peace,68.3,liberty,67.6,progress,77.1
google/gemini-2.5-flash,8values,60,equality,72.4,peace,72.8,liberty,72.3,progress,80.1
google/gemini-2.5-flash,political_compass,1,economic,-7.38,social,-8.0,,,,
google/gemini-2.5-flash,political_compass,2,economic,-7.38,social,-7.95,,,,
google/gemini-2.5-flash,political_compass,3,economic,-7.38,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,4,economic,-7.38,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,5,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,6,economic,-7.88,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,7,economic,-8.13,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,8,economic,-8.13,social,-8.1,,,,
google/gemini-2.5-flash,political_compass,9,economic,-8.0,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,10,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,11,economic,-8.13,social,-8.1,,,,
google/gemini-2.5-flash,political_compass,12,economic,-8.25,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,13,economic,-8.25,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,14,economic,-8.13,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,15,economic,-7.38,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,16,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,17,economic,-8.13,social,-8.21,,,,
google/gemini-2.5-flash,political_compass,18,economic,-7.25,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,19,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,20,economic,-7.88,social,-8.31,,,,
google/gemini-2.5-flash,political_compass,21,economic,-8.0,social,-7.9,,,,
google/gemini-2.5-flash,political_compass,22,economic,-8.13,social,-8.1,,,,
google/gemini-2.5-flash,political_compass,23,economic,-8.38,social,-7.59,,,,
google/gemini-2.5-flash,political_compass,24,economic,-8.13,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,25,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,26,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,27,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,28,economic,-8.13,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,29,economic,-7.38,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,30,economic,-8.13,social,-8.0,,,,
google/gemini-2.5-flash,political_compass,31,economic,-7.25,social,-7.49,,,,
google/gemini-2.5-flash,political_compass,32,economic,-8.0,social,-7.9,,,,
google/gemini-2.5-flash,political_compass,33,economic,-7.38,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,34,economic,-8.13,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,35,economic,-8.5,social,-7.59,,,,
google/gemini-2.5-flash,political_compass,36,economic,-7.38,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,37,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,38,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,39,economic,-8.0,social,-7.9,,,,
google/gemini-2.5-flash,political_compass,40,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,41,economic,-8.38,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,42,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,43,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,44,economic,-7.63,social,-8.62,,,,
google/gemini-2.5-flash,political_compass,45,economic,-8.63,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,46,economic,-7.25,social,-7.49,,,,
google/gemini-2.5-flash,political_compass,47,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,48,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,49,economic,-7.88,social,-8.41,,,,
google/gemini-2.5-flash,political_compass,50,economic,-8.13,social,-8.0,,,,
google/gemini-2.5-flash,political_compass,51,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,52,economic,-8.0,social,-7.9,,,,
google/gemini-2.5-flash,political_compass,53,economic,-8.13,social,-7.79,,,,
google/gemini-2.5-flash,political_compass,54,economic,-8.0,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,55,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,56,economic,-8.13,social,-8.1,,,,
google/gemini-2.5-flash,political_compass,57,economic,-8.13,social,-7.9,,,,
google/gemini-2.5-flash,political_compass,58,economic,-8.13,social,-7.69,,,,
google/gemini-2.5-flash,political_compass,59,economic,-7.25,social,-7.9,,,,
google/gemini-2.5-flash,political_compass,60,economic,-7.38,social,-7.69,,,,
meta-llama/llama-3.3-70b-instruct,8values,1,equality,75.6,peace,76.1,liberty,71.9,progress,76.7
meta-llama/llama-3.3-70b-instruct,8values,2,equality,69.9,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,3,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,4,equality,68.6,peace,70.0,liberty,65.6,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,5,equality,68.6,peace,70.0,liberty,66.4,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,6,equality,68.6,peace,70.0,liberty,66.4,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,7,equality,68.6,peace,70.0,liberty,64.8,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,8,equality,68.6,peace,69.4,liberty,65.6,progress,66.9
meta-llama/llama-3.3-70b-instruct,8values,9,equality,68.6,peace,70.0,liberty,64.1,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,10,equality,68.6,peace,69.4,liberty,64.8,progress,66.9
meta-llama/llama-3.3-70b-instruct,8values,11,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,12,equality,68.6,peace,70.0,liberty,64.8,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,13,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,14,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,15,equality,68.6,peace,69.4,liberty,64.8,progress,66.9
meta-llama/llama-3.3-70b-instruct,8values,16,equality,68.6,peace,70.0,liberty,65.6,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,17,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,18,equality,68.6,peace,70.0,liberty,65.6,progress,65.6
meta-llama/llama-3.3-70b-instruct,8values,19,equality,68.6,peace,70.0,liberty,65.6,progress,66.4
meta-llama/llama-3.3-70b-instruct,8values,20,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,21,equality,68.6,peace,70.0,liberty,65.6,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,22,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,23,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,24,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,25,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,26,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,27,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,28,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,29,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,30,equality,68.6,peace,70.0,liberty,65.6,progress,65.6
meta-llama/llama-3.3-70b-instruct,8values,31,equality,68.6,peace,70.0,liberty,65.6,progress,65.6
meta-llama/llama-3.3-70b-instruct,8values,32,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,33,equality,68.6,peace,69.4,liberty,64.8,progress,67.7
meta-llama/llama-3.3-70b-instruct,8values,34,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,35,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,36,equality,68.6,peace,69.4,liberty,64.1,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,37,equality,68.6,peace,69.4,liberty,64.1,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,38,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,39,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,40,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,41,equality,68.6,peace,69.4,liberty,64.1,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,42,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,43,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,44,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,45,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,46,equality,68.6,peace,70.0,liberty,65.6,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,47,equality,68.6,peace,69.4,liberty,64.1,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,48,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,49,equality,68.6,peace,70.0,liberty,66.4,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,50,equality,67.3,peace,70.0,liberty,66.8,progress,67.3
meta-llama/llama-3.3-70b-instruct,8values,51,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,52,equality,71.2,peace,71.1,liberty,67.2,progress,68.2
meta-llama/llama-3.3-70b-instruct,8values,53,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,54,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,55,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,56,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,8values,57,equality,68.6,peace,69.4,liberty,65.6,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,58,equality,68.6,peace,69.4,liberty,64.1,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,59,equality,68.6,peace,69.4,liberty,64.8,progress,66.0
meta-llama/llama-3.3-70b-instruct,8values,60,equality,68.6,peace,69.4,liberty,64.8,progress,65.2
meta-llama/llama-3.3-70b-instruct,political_compass,1,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,2,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,3,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,4,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,5,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,6,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,7,economic,-6.75,social,-6.62,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,8,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,9,economic,-6.5,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,10,economic,-6.0,social,-5.69,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,11,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,12,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,13,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,14,economic,-7.38,social,-7.33,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,15,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,16,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,17,economic,-6.75,social,-6.51,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,18,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,19,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,20,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,21,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,22,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,23,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,24,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,25,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,26,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,27,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,28,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,29,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,30,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,31,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,32,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,33,economic,-7.38,social,-7.44,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,34,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,35,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,36,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,37,economic,-6.5,social,-6.92,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,38,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,39,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,40,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,41,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,42,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,43,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,44,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,45,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,46,economic,-6.5,social,-6.31,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,47,economic,-6.5,social,-6.67,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,48,economic,-7.63,social,-6.92,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,49,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,50,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,51,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,52,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,53,economic,-6.5,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,54,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,55,economic,-6.0,social,-6.21,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,56,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,57,economic,-6.75,social,-7.13,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,58,economic,-6.75,social,-6.92,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,59,economic,-6.0,social,-6.15,,,,
meta-llama/llama-3.3-70b-instruct,political_compass,60,economic,-6.0,social,-6.21,,,,
mistralai/mistral-small-3.2-24b-instruct,8values,1,equality,64.1,peace,66.7,liberty,66.4,progress,76.7
mistralai/mistral-small-3.2-24b-instruct,8values,2,equality,69.9,peace,70.6,liberty,62.9,progress,76.3
mistralai/mistral-small-3.2-24b-instruct,8values,3,equality,69.2,peace,68.3,liberty,65.6,progress,77.1
mistralai/mistral-small-3.2-24b-instruct,8values,4,equality,68.6,peace,70.0,liberty,64.1,progress,78.0
mistralai/mistral-small-3.2-24b-instruct,8values,5,equality,66.7,peace,68.9,liberty,64.8,progress,77.1
mistralai/mistral-small-3.2-24b-instruct,8values,6,equality,69.9,peace,63.3,liberty,62.1,progress,73.3
mistralai/mistral-small-3.2-24b-instruct,8values,7,equality,68.6,peace,70.0,liberty,64.8,progress,81.0
mistralai/mistral-small-3.2-24b-instruct,8values,8,equality,69.2,peace,72.2,liberty,65.2,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,9,equality,71.2,peace,70.0,liberty,64.5,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,10,equality,68.6,peace,71.1,liberty,65.6,progress,81.2
mistralai/mistral-small-3.2-24b-instruct,8values,11,equality,66.7,peace,68.9,liberty,65.2,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,12,equality,69.2,peace,73.3,liberty,67.2,progress,82.7
mistralai/mistral-small-3.2-24b-instruct,8values,13,equality,71.2,peace,68.9,liberty,64.1,progress,78.2
mistralai/mistral-small-3.2-24b-instruct,8values,14,equality,68.6,peace,67.8,liberty,62.9,progress,78.0
mistralai/mistral-small-3.2-24b-instruct,8values,15,equality,69.2,peace,68.9,liberty,64.1,progress,79.3
mistralai/mistral-small-3.2-24b-instruct,8values,16,equality,67.9,peace,72.2,liberty,66.8,progress,81.2
mistralai/mistral-small-3.2-24b-instruct,8values,17,equality,69.9,peace,67.8,liberty,62.9,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,18,equality,68.6,peace,68.9,liberty,64.1,progress,81.4
mistralai/mistral-small-3.2-24b-instruct,8values,19,equality,67.9,peace,68.9,liberty,64.5,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,20,equality,69.9,peace,68.3,liberty,63.3,progress,77.1
mistralai/mistral-small-3.2-24b-instruct,8values,21,equality,68.6,peace,68.9,liberty,64.5,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,22,equality,67.3,peace,67.8,liberty,62.9,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,23,equality,68.6,peace,68.9,liberty,64.8,progress,81.2
mistralai/mistral-small-3.2-24b-instruct,8values,24,equality,71.2,peace,71.1,liberty,64.1,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,25,equality,68.6,peace,68.9,liberty,63.7,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,26,equality,68.6,peace,72.2,liberty,66.0,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,27,equality,69.9,peace,68.9,liberty,63.3,progress,78.0
mistralai/mistral-small-3.2-24b-instruct,8values,28,equality,68.6,peace,68.9,liberty,63.7,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,29,equality,69.9,peace,73.3,liberty,66.0,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,30,equality,68.6,peace,70.6,liberty,62.1,progress,78.0
mistralai/mistral-small-3.2-24b-instruct,8values,31,equality,68.6,peace,70.0,liberty,64.8,progress,80.7
mistralai/mistral-small-3.2-24b-instruct,8values,32,equality,69.2,peace,72.2,liberty,66.8,progress,80.3
mistralai/mistral-small-3.2-24b-instruct,8values,33,equality,71.2,peace,71.1,liberty,64.1,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,34,equality,71.2,peace,70.0,liberty,64.1,progress,79.3
mistralai/mistral-small-3.2-24b-instruct,8values,35,equality,71.2,peace,68.9,liberty,63.3,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,36,equality,68.6,peace,70.0,liberty,64.8,progress,81.0
mistralai/mistral-small-3.2-24b-instruct,8values,37,equality,68.6,peace,69.4,liberty,64.1,progress,77.6
mistralai/mistral-small-3.2-24b-instruct,8values,38,equality,68.6,peace,71.1,liberty,65.2,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,39,equality,68.6,peace,67.8,liberty,63.7,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,40,equality,68.6,peace,67.8,liberty,63.7,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,41,equality,69.9,peace,68.9,liberty,63.3,progress,79.3
mistralai/mistral-small-3.2-24b-instruct,8values,42,equality,69.2,peace,72.2,liberty,65.6,progress,79.9
mistralai/mistral-small-3.2-24b-instruct,8values,43,equality,69.9,peace,71.1,liberty,64.5,progress,80.6
mistralai/mistral-small-3.2-24b-instruct,8values,44,equality,69.9,peace,67.8,liberty,64.8,progress,77.1
mistralai/mistral-small-3.2-24b-instruct,8values,45,equality,69.9,peace,70.0,liberty,64.1,progress,78.4
mistralai/mistral-small-3.2-24b-instruct,8values,46,equality,68.6,peace,68.9,liberty,64.1,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,47,equality,68.6,peace,71.1,liberty,66.0,progress,79.0
mistralai/mistral-small-3.2-24b-instruct,8values,48,equality,71.2,peace,68.9,liberty,63.7,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,49,equality,69.9,peace,70.0,liberty,65.6,progress,79.3
mistralai/mistral-small-3.2-24b-instruct,8values,50,equality,68.6,peace,70.6,liberty,63.3,progress,77.3
mistralai/mistral-small-3.2-24b-instruct,8values,51,equality,71.2,peace,68.9,liberty,63.7,progress,78.4
mistralai/mistral-small-3.2-24b-instruct,8values,52,equality,69.9,peace,68.9,liberty,63.7,progress,79.7
mistralai/mistral-small-3.2-24b-instruct,8values,53,equality,68.6,peace,68.3,liberty,62.5,progress,76.3
mistralai/mistral-small-3.2-24b-instruct,8values,54,equality,68.6,peace,68.9,liberty,63.7,progress,78.9
mistralai/mistral-small-3.2-24b-instruct,8values,55,equality,71.2,peace,68.9,liberty,63.7,progress,80.1
mistralai/mistral-small-3.2-24b-instruct,8values,56,equality,67.9,peace,70.0,liberty,66.0,progress,81.2
mistralai/mistral-small-3.2-24b-instruct,8values,57,equality,70.5,peace,68.9,liberty,64.5,progress,80.1
